 Sample   Time     Commanded Pos   Encoder 1 Pos   Control Effort

[    0    0.000            2000               1         -0.0476;
   562    3.483            2000            1996          1.8639;
   563    3.489            2000            1996          1.8639;
   564    3.496            2000            1996          1.8639;
   565    3.502            2000            1996          1.8639;
   566    3.508            2000            1997          1.8639;
   567    3.514            2000            1997          1.8639;
   568    3.520            2000            1997          1.8639;
   569    3.527            2000            1997          1.8639;
   570    3.533            2000            1997          1.8639;
   571    3.539            2000            1997          1.8639;
   572    3.545            2000            1997          1.8639;
   573    3.551            2000            1997          1.8639;
   574    3.558            2000            1997          1.8639;
   575    3.564            2000            1997          1.8639;
   576    3.570            2000            1997          1.8639;
   577    3.576            2000            1997          1.8639;
   578    3.582            2000            1998          1.8639;
   579    3.589            2000            1998          1.8639;
   580    3.595            2000            1998          1.8639;
   581    3.601            2000            1998          1.8639;
   582    3.607            2000            1998          1.8639;
   583    3.613            2000            1998          1.8639;
   584    3.620            2000            1998          1.8639;
   585    3.626            2000            1998          1.8639;
   586    3.632            2000            1998          1.8639;
   587    3.638            2000            1998          1.8639;
   588    3.644            2000            1998          1.8639;
   589    3.651            2000            1998          1.8639;
   590    3.657            2000            1998          1.8639;
   591    3.663            2000            1998          1.8639;
   592    3.669            2000            1998          1.8639;
   593    3.675            2000            1998          1.8639;
   594    3.682            2000            1998          1.8639;
   595    3.688            2000            1998          1.8639;
   596    3.694            2000            1998          1.8639;
   597    3.700            2000            1998          1.8639;
   598    3.706            2000            1998          1.8639;
   599    3.713            2000            1998          1.8639;
   600    3.719            2000            1998          1.8645;
   601    3.725            2000            1998          1.8645;
   602    3.731            2000            1998          1.8645;
   603    3.737            2000            1998          1.8645;
   604    3.744            2000            1998          1.8645;
   605    3.750            2000            1998          1.8645;
   606    3.756            2000            1998          1.8645;
   607    3.762            2000            1998          1.8645;
   608    3.768            2000            1998          1.8645;
   609    3.775            2000            1998          1.8645;
   610    3.781            2000            1998          1.8645;
   611    3.787            2000            1998          1.8645;
   612    3.793            2000            1998          1.8645;
   613    3.799            2000            1998          1.8645;
   614    3.806            2000            1999          1.8645;
   615    3.812            2000            1999          1.8645;
   616    3.818            2000            1999          1.8645;
   617    3.824            2000            1999          1.8645;
   618    3.830            2000            1999          1.8645;
   619    3.837            2000            1999          1.8645;
   620    3.843            2000            1999          1.8645;
   621    3.849            2000            1999          1.8645;
   622    3.855            2000            1999          1.8645;
   623    3.861            2000            1999          1.8645;
   624    3.868            2000            1999          1.8645;
   625    3.874            2000            1999          1.8645;
   626    3.880            2000            1999          1.8645;
   627    3.886            2000            1999          1.8645;
   628    3.892            2000            1999          1.8645;
   629    3.898            2000            1999          1.8645;
   630    3.905            2000            1999          1.8645;
   631    3.911            2000            1999          1.8645;
   632    3.917            2000            1999          1.8645;
   633    3.923            2000            1999          1.8645;
   634    3.929            2000            1999          1.8645;
   635    3.936            2000            1999          1.8645;
   636    3.942            2000            1999          1.8645;
   637    3.948            2000            1999          1.8645;
   638    3.954            2000            1999          1.8645;
   639    3.960            2000            1999          1.8645;
   640    3.967            2000            1999          1.8645;
   641    3.973            2000            1999          1.8645;
   642    3.979            2000            1999          1.8645;
   643    3.985            2000            1999          1.8645;
   644    3.991            2000            1999          1.8645;
   645    3.998            2000            1999          1.8645;
   646    4.004            2000            1999          1.8645;
   647    4.010            2000            1999          1.8645;
   648    4.016            2000            1999          1.8645;
   649    4.022            2000            1999          1.8645;
   650    4.029            2000            1999          1.8645;
   651    4.035            2000            1999          1.8645;
   652    4.041            2000            1999          1.8645;
   653    4.047            2000            1999          1.8645;
   654    4.053            2000            1999          1.8645;
   655    4.060            2000            1999          1.8645;
   656    4.066            2000            1999          1.8645;
   657    4.072            2000            1999          1.8645;
   658    4.078            2000            1999          1.8645;
   659    4.084            2000            1999          1.8645;
   660    4.091            2000            1999          1.8645;
   661    4.097            2000            1999          1.8645;
   662    4.103            2000            1999          1.8645;
   663    4.109            2000            1999          1.8645;
   664    4.115            2000            1999          1.8645;
   665    4.122            2000            1999          1.8645;
   666    4.128            2000            1999          1.8645;
   667    4.134            2000            1999          1.8645;
   668    4.140            2000            1999          1.8645;
   669    4.146            2000            1999          1.8645;
   670    4.153            2000            1999          1.8645;
   671    4.159            2000            1999          1.8645;
   672    4.165            2000            1999          1.8645;
   673    4.171            2000            1999          1.8645;
   674    4.177            2000            1999          1.8645;
   675    4.184            2000            1999          1.8645;
   676    4.190            2000            1999          1.8645;
   677    4.196            2000            1999          1.8645;
   678    4.202            2000            1999          1.8645;
   679    4.208            2000            1999          1.8645;
   680    4.215            2000            1999          1.8645;
   681    4.221            2000            1999          1.8645;
   682    4.227            2000            1999          1.8645;
   683    4.233            2000            1999          1.8645;
   684    4.239            2000            1999          1.8645;
   685    4.246            2000            1999          1.8645;
   686    4.252            2000            1999          1.8651;
   687    4.258            2000            1999          1.8651;
   688    4.264            2000            1999          1.8651;
   689    4.270            2000            1999          1.8651;
   690    4.277            2000            1999          1.8651;
   691    4.283            2000            1999          1.8651;
